action_level_PV,action_level_Substation1,action_level_Substation2,action_level_Compressor1,action_level_Compressor2,action_level_Compressor3,action_level_ThermalUnit,action_level_LNG,intended_height_PV,intended_height_Substation1,intended_height_Substation2,intended_height_Compressor1,intended_height_Compressor2,intended_height_Compressor3,intended_height_ThermalUnit,intended_height_LNG,executed_height_PV,executed_height_Substation1,executed_height_Substation2,executed_height_Compressor1,executed_height_Compressor2,executed_height_Compressor3,executed_height_ThermalUnit,executed_height_LNG,weight_W_g,weight_W_e,weight_W_ge,weight_W_gs,weight_W_ee,weight_W_es,cost_PV,cost_Substation1,cost_Substation2,cost_Compressor1,cost_Compressor2,cost_Compressor3,cost_ThermalUnit,cost_LNG,econ_impact,social_impact,action_gain,climate_drift,prev_loss,base_loss,new_loss,repeat_penalty,unused_budget_penalty,normalized_cost,normalized_unused_budget,repeat_penalty_assets,trimmed_assets,total_cost,unused_budget,sea_level_offset,sea_level_delta,climate_scenario,reward,obs_json,year,episode,step_in_episode
0,6,4,5,6,0,4,6,0.0,3.0,2.0,2.5,3.0,0.0,2.0,3.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,202588.2,0.0,190266.81,0.0,0.0,0.0,0.00865591992624104,0.005635288543999195,5.0987175200134516e-05,0.00014221022138372064,0.0034815790713764727,0.0036237892927601933,0.003572802117560059,-2.0,0.42858,0.78571,0.21429,"[3, 6]","[7, 1]",392855.0,107145.0,0.2852316200733185,0.117550790309906,SSP5-8.5,-2.884695230917931,"[0.004444444552063942, 0.011111111380159855, 0.0, 0.017777778208255768, 0.0, 0.008888889104127884, 0.006666666828095913, 0.006666666828095913, 0.20000000298023224, 0.02096010372042656, 0.004248147364705801, 0.0027150106616318226]",15,2,3
0,3,4,2,5,6,2,0,0.0,1.5,2.0,1.0,2.5,3.0,1.0,0.0,0.0,1.5,0.0,1.0,0.0,3.0,1.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,143445.73,0.0,50911.688,0.0,190266.81,101823.375,0.0,0.00855654664337635,0.005511947441846132,1.1191179510205984e-05,-4.448741674423218e-05,0.003572802117560059,0.0035283147008158267,0.0035171235213056207,-2.0,0.0542095,0.97289525,0.02710475,"[2, 4]",[],486447.625,13552.375,0.299593061208725,0.014361441135406494,SSP5-8.5,-1.7758165187278092,"[0.004444444552063942, 0.011111111380159855, 0.008888889104127884, 0.017777778208255768, 0.013333333656191826, 0.008888889104127884, 0.006666666828095913, 0.006666666828095913, 0.2666666805744171, 0.03565395250916481, 0.004327959846705198, 0.0028176442719995975]",20,2,4
6,4,4,0,4,0,0,6,3.0,2.0,2.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,202588.2,0.0,116964.35,0.0,0.0,0.0,0.008645881898701191,0.005686748074367642,0.0,6.603397196158767e-05,0.0035171235213056207,0.0035831574932672083,0.0035831574932672083,-1.0,0.72178975,0.639105125,0.360894875,[1],"[7, 0]",319552.5625,180447.4375,0.40838685631752014,0.10879379510879517,SSP5-8.5,-2.0519596098079385,"[0.004444444552063942, 0.017777778208255768, 0.008888889104127884, 0.02222222276031971, 0.013333333656191826, 0.02222222276031971, 0.011111111380159855, 0.006666666828095913, 0.3333333432674408, 0.03744913265109062, 0.004278273321688175, 0.002755973720923066]",25,2,5
3,0,5,2,6,0,3,3,1.5,0.0,2.5,1.0,3.0,0.0,1.5,1.5,1.5,0.0,0.0,1.0,0.0,0.0,1.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,117122.95,0.0,0.0,50911.688,0.0,0.0,165636.86,0.0,0.00739033380523324,0.0037453920813277364,0.001039500260958448,0.00024027423933148384,0.0035831574932672083,0.003823431732598692,0.002783931471640244,-2.0,0.665314,0.667343,0.332657,"[2, 4]",[7],333671.5,166328.5,0.6667449474334717,0.25835809111595154,SSP5-8.5,1.330816108134821,"[0.004444444552063942, 0.017777778208255768, 0.017777778208255768, 0.02222222276031971, 0.02222222276031971, 0.02222222276031971, 0.011111111380159855, 0.006666666828095913, 0.4000000059604645, 0.05104835703969002, 0.0043229409493505955, 0.0028433739207684994]",30,2,6
0,1,5,5,3,0,3,4,0.0,0.5,2.5,2.5,1.5,0.0,1.5,2.0,0.0,0.5,2.5,0.0,1.5,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,38383.28,264792.78,0.0,82818.43,0.0,0.0,0.0,0.00743897189386189,0.0037750701885670424,0.0,1.957904896698892e-05,0.002783931471640244,0.002803510520607233,0.002803510520607233,-2.0,0.456022,0.771989,0.228011,"[3, 6]",[7],385994.5,114005.5,0.7213016748428345,0.05455672740936279,SSP5-8.5,-2.5539172448349445,"[0.011111111380159855, 0.017777778208255768, 0.017777778208255768, 0.02666666731238365, 0.02222222276031971, 0.02222222276031971, 0.017777778208255768, 0.006666666828095913, 0.46666666865348816, 0.08334311842918396, 0.00369516690261662, 0.0018726959824562073]",35,2,7
6,0,2,2,4,0,0,0,3.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,269077.9,0.0,0.0,50911.688,0.0,0.0,0.0,0.0,0.006376821780577302,0.001960374880582094,0.0008471322653349489,0.0001279209100175649,0.002803510520607233,0.002931431430624798,0.002084299165289849,-2.0,0.720041625,0.6399791875,0.3600208125,"[2, 4]",[],319989.59375,180010.40625,0.8189507722854614,0.09764909744262695,SSP5-8.5,0.8760151515869201,"[0.011111111380159855, 0.019999999552965164, 0.028888888657093048, 0.02666666731238365, 0.028888888657093048, 0.02222222276031971, 0.017777778208255768, 0.006666666828095913, 0.5333333611488342, 0.09016270935535431, 0.003719485830515623, 0.0018875350942835212]",40,2,8
4,2,2,0,3,4,5,3,2.0,1.0,1.0,0.0,1.5,2.0,2.5,1.5,0.0,1.0,1.0,0.0,1.5,2.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,88181.63,88181.63,0.0,82818.43,116964.35,0.0,0.0,0.0064635127782821655,0.001970816869288683,0.0,2.4283246602863073e-05,0.002084299165289849,0.002108582411892712,0.002108582411892712,-1.0,0.49541575,0.752292125,0.247707875,[0],"[6, 7]",376146.0625,123853.9375,0.9473545551300049,0.12840378284454346,SSP5-8.5,-1.6168319830143154,"[0.024444444105029106, 0.019999999552965164, 0.028888888657093048, 0.031111111864447594, 0.028888888657093048, 0.02222222276031971, 0.017777778208255768, 0.006666666828095913, 0.6000000238418579, 0.10236884653568268, 0.003188410773873329, 0.000980187440291047]",45,2,9
3,2,4,6,5,0,3,5,1.5,1.0,2.0,3.0,2.5,0.0,1.5,2.5,1.5,0.0,0.0,3.0,0.0,0.0,1.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,117122.95,0.0,0.0,190266.81,0.0,0.0,165636.86,0.0,0.006321071647107601,0.001920627080835402,5.778733566330629e-06,-4.237899634063069e-05,0.002108582411892712,0.0020662034155520814,0.002060424681985751,-3.0,0.1078935,0.94605325,0.05394675,"[1, 2, 4]",[7],473026.625,26973.375,0.9961038827896118,0.048749327659606934,SSP5-8.5,-2.8671048504651933,"[0.024444444105029106, 0.024444444105029106, 0.03333333507180214, 0.031111111864447594, 0.035555556416511536, 0.031111111864447594, 0.017777778208255768, 0.006666666828095913, 0.6666666865348816, 0.11841931939125061, 0.0032317563891410828, 0.0009854084346443415]",50,2,10
4,6,3,0,2,0,0,5,2.0,3.0,1.5,0.0,1.0,0.0,0.0,2.5,0.0,0.0,1.5,0.0,1.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,143445.73,0.0,50911.688,0.0,0.0,0.0,0.006537249311804771,0.0019712713547050953,0.0,6.670548464171588e-05,0.002060424681985751,0.0021271301666274667,0.0021271301666274667,-1.0,1.2225703125,0.38871484375,0.61128515625,[0],"[7, 1]",194357.421875,305642.578125,1.2481088638305664,0.2520049810409546,SSP5-8.5,-2.5560977357085797,"[0.031111111864447594, 0.024444444105029106, 0.03333333507180214, 0.04444444552063942, 0.035555556416511536, 0.031111111864447594, 0.024444444105029106, 0.006666666828095913, 0.7333333492279053, 0.12451298534870148, 0.0031605358235538006, 0.000960313540417701]",55,2,11
0,5,2,0,0,0,5,5,0.0,2.5,1.0,0.0,0.0,0.0,2.5,2.5,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,264792.78,0.0,0.0,0.0,0.0,0.0,0.0,0.006281561916694045,0.0019397397991269827,0.0,-7.180473767220974e-05,0.0021271301666274667,0.002055325428955257,0.002055325428955257,-1.0,0.940828875,0.5295855625,0.4704144375,[2],"[7, 6]",264792.78125,235207.21875,1.2581088542938232,0.009999990463256836,SSP5-8.5,-1.5818051866389513,"[0.031111111864447594, 0.024444444105029106, 0.03999999910593033, 0.04444444552063942, 0.03999999910593033, 0.031111111864447594, 0.024444444105029106, 0.006666666828095913, 0.800000011920929, 0.1560136079788208, 0.0032686246559023857, 0.0009856356773525476]",60,2,12
2,5,6,0,0,3,5,0,1.0,2.5,3.0,0.0,0.0,1.5,2.5,0.0,1.0,0.0,0.0,0.0,0.0,1.5,2.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,72000.0,0.0,0.0,0.0,0.0,82818.43,305756.38,0.0,0.0062418675515800714,0.0019000029424205422,0.0,-1.9857805455103517e-05,0.002055325428955257,0.0020354676235001534,0.0020354676235001534,-1.0,0.15770075,0.921149625,0.078850375,[1],[2],460574.8125,39425.1875,1.3064779043197632,0.04836905002593994,SSP5-8.5,-1.0584117227244825,"[0.031111111864447594, 0.035555556416511536, 0.03999999910593033, 0.04444444552063942, 0.03999999910593033, 0.031111111864447594, 0.024444444105029106, 0.006666666828095913, 0.8666666746139526, 0.1572636067867279, 0.0031407810747623444, 0.0009698698995634913]",65,2,13
0,6,6,0,4,3,3,3,0.0,3.0,3.0,0.0,2.0,1.5,1.5,1.5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,116964.35,0.0,0.0,202862.9,0.006294366903603077,0.001903702737763524,5.724787479266524e-05,7.129766163416207e-05,0.0020354676235001534,0.0021067652851343155,0.0020495174103416502,-2.0,0.720691,0.6396545,0.3603455,"[5, 6]","[2, 1]",319827.25,180172.75,1.365776538848877,0.05929863452911377,SSP5-8.5,-2.790939934207484,"[0.035555556416511536, 0.035555556416511536, 0.03999999910593033, 0.04444444552063942, 0.03999999910593033, 0.03777777776122093, 0.035555556416511536, 0.006666666828095913, 0.9333333373069763, 0.1633097380399704, 0.003120933659374714, 0.0009500014712102711]",70,2,14
0,0,0,6,6,1,0,2,0.0,0.0,0.0,3.0,3.0,0.5,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.5,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,190266.81,0.0,22160.598,0.0,124707.664,0.01070254947990179,0.008180555189028382,0.0001274949754588306,0.00011098879622295499,0.004737282346468419,0.004848271142691374,0.004720776167232543,0.0,0.65145975,0.674270125,0.325729875,[],[4],337135.0625,162864.9375,0.045551106333732605,0.045551106333732605,SSP5-8.5,-0.568928853820622,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.005371407605707645, 0.004103157203644514]",0,3,0
0,0,5,6,5,0,5,1,0.0,0.0,2.5,3.0,2.5,0.0,2.5,0.5,0.0,0.0,2.5,0.0,2.5,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,264792.78,0.0,152878.19,0.0,0.0,0.0,0.011064888443797827,0.008560107555240393,5.148467607796192e-05,0.00023695750860497355,0.004720776167232543,0.004957733675837517,0.004906248999759555,-2.0,0.329316125,0.8353419375,0.1646580625,"[3, 7]",[6],417670.96875,82329.03125,0.2003173530101776,0.154766246676445,SSP5-8.5,-3.2566802876350582,"[0.0, 0.0, 0.0, 0.013333333656191826, 0.0, 0.002222222276031971, 0.0, 0.004444444552063942, 0.06666667014360428, 0.005693888291716576, 0.005351274739950895, 0.004090277478098869]",5,3,1
5,5,3,5,0,1,5,3,2.5,2.5,1.5,2.5,0.0,0.5,2.5,1.5,0.0,0.0,0.0,2.5,0.0,0.5,0.0,1.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,152878.19,0.0,22160.598,0.0,202862.9,0.011042601428925991,0.008828238118439913,0.00010914704762399197,0.00017060793470591307,0.004906248999759555,0.005076856934465468,0.004967709886841476,-1.0,0.48839325,0.755803375,0.244196625,[2],"[6, 1, 0]",377901.6875,122098.3125,0.2685597836971283,0.06824243068695068,SSP5-8.5,-1.7956976854096056,"[0.0, 0.0, 0.011111111380159855, 0.013333333656191826, 0.011111111380159855, 0.002222222276031971, 0.0, 0.004444444552063942, 0.13333334028720856, 0.0250396691262722, 0.005532444454729557, 0.00428005401045084]",10,3,2
2,3,1,1,0,0,0,1,1.0,1.5,0.5,0.5,0.0,0.0,0.0,0.5,1.0,1.5,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,72000.0,143445.73,38383.28,0.0,0.0,0.0,0.0,0.0,0.009212503209710121,0.006337935803458095,0.0011940067051909864,0.00011390657164156437,0.004967709886841476,0.00508161645848304,0.003887609753292054,-2.0,0.9846839375,0.50765803125,0.49234196875,"[3, 7]",[],253829.015625,246170.984375,0.3116404712200165,0.043080687522888184,SSP5-8.5,2.4158167302471103,"[0.0, 0.0, 0.011111111380159855, 0.024444444105029106, 0.011111111380159855, 0.004444444552063942, 0.0, 0.011111111380159855, 0.20000000298023224, 0.03356997296214104, 0.0055213007144629955, 0.004414118826389313]",15,3,3
5,5,0,6,2,6,0,0,2.5,2.5,0.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,190266.81,50911.688,190266.81,0.0,0.0,0.009027370251715183,0.0062935929745435715,6.303947884589434e-05,5.670532118529081e-06,0.003887609753292054,0.003893280285410583,0.0038302408065646887,-2.0,0.27421875,0.862890625,0.137109375,"[0, 1]",[],431445.3125,68554.6875,0.34537437558174133,0.033733904361724854,SSP5-8.5,-1.9873740163631737,"[0.004444444552063942, 0.006666666828095913, 0.013333333656191826, 0.024444444105029106, 0.011111111380159855, 0.004444444552063942, 0.0, 0.011111111380159855, 0.2666666805744171, 0.03895505890250206, 0.004606251604855061, 0.003168968018144369]",20,3,4
2,6,0,2,2,1,0,4,1.0,3.0,0.0,1.0,1.0,0.5,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.5,0.5,0.5,0.5,0.5,0.5,72000.0,0.0,0.0,0.0,0.0,0.0,0.0,286503.0,0.008297655498608947,0.004710857290774584,0.0007347037899307907,0.00015659118071198463,0.0038302408065646887,0.003986831987276673,0.0032521281973458827,-3.0,0.565988,0.717006,0.282994,"[3, 4, 5]",[1],358503.0,141497.0,0.47882816195487976,0.13345378637313843,SSP5-8.5,-0.6754249539059698,"[0.004444444552063942, 0.006666666828095913, 0.013333333656191826, 0.03777777776122093, 0.015555555932223797, 0.017777778208255768, 0.0, 0.011111111380159855, 0.3333333432674408, 0.04317179694771767, 0.004513685125857592, 0.0031467964872717857]",25,3,5
4,5,5,3,6,1,0,4,2.0,2.5,2.5,1.5,3.0,0.5,0.0,2.0,0.0,0.0,0.0,1.5,3.0,0.5,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,82818.43,190266.81,22160.598,0.0,0.0,0.008410641690716147,0.0049730229657143354,0.0,9.378796676173806e-05,0.0032521281973458827,0.0033459161641076207,0.0033459161641076207,-2.0,0.819016625,0.5904916875,0.4095083125,"[0, 7]","[2, 1]",295245.84375,204754.15625,0.6081792116165161,0.12935104966163635,SSP5-8.5,-3.2879564588086905,"[0.008888889104127884, 0.006666666828095913, 0.013333333656191826, 0.03777777776122093, 0.015555555932223797, 0.017777778208255768, 0.0, 0.019999999552965164, 0.4000000059604645, 0.05985352024435997, 0.004148827865719795, 0.002355428645387292]",30,3,6
0,0,3,0,6,0,1,4,0.0,0.0,1.5,0.0,3.0,0.0,0.5,2.0,0.0,0.0,1.5,0.0,0.0,0.0,0.5,2.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,143445.73,0.0,0.0,0.0,44321.195,286503.0,0.008394480217248201,0.005072625121101737,8.587772026658058e-05,0.00010673789074644446,0.0033459161641076207,0.003452654054854065,0.0033667763345874846,-1.0,0.10292025,0.948539875,0.051460125,[4],[],474269.9375,25730.0625,0.7385225296020508,0.13034331798553467,SSP5-8.5,-1.2072211023993193,"[0.008888889104127884, 0.006666666828095913, 0.013333333656191826, 0.04444444552063942, 0.028888888657093048, 0.019999999552965164, 0.0, 0.019999999552965164, 0.46666666865348816, 0.07602240145206451, 0.0042053209617733955, 0.0024865115992724895]",35,3,7
5,4,0,5,4,2,5,1,2.5,2.0,0.0,2.5,2.0,1.0,2.5,0.5,0.0,0.0,0.0,2.5,2.0,1.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,152878.19,116964.35,50911.688,0.0,0.0,0.008304755203425884,0.005098411813378334,0.0,-1.5984580386430025e-05,0.0033667763345874846,0.0033507917542010546,0.0033507917542010546,-2.0,0.716983125,0.6415084375,0.3584915625,"[6, 7]","[0, 1]",320754.21875,179245.78125,0.8241996765136719,0.0856771469116211,SSP5-8.5,-2.63706022306785,"[0.008888889104127884, 0.006666666828095913, 0.019999999552965164, 0.04444444552063942, 0.028888888657093048, 0.019999999552965164, 0.002222222276031971, 0.028888888657093048, 0.5333333611488342, 0.09231531620025635, 0.004197239875793457, 0.0025363126769661903]",40,3,8
4,6,5,2,0,2,3,5,2.0,3.0,2.5,1.0,0.0,1.0,1.5,2.5,2.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,165412.58,0.0,0.0,0.0,0.0,0.0,165636.86,0.0,0.00698763458058238,0.0029449215508066118,0.0010918527987087145,0.000224200077354908,0.0033507917542010546,0.0035749918315559626,0.002483139032847248,-2.0,0.67580225,0.662098875,0.337901125,"[3, 5]","[7, 1, 2]",331049.4375,168950.5625,1.0731110572814941,0.24891138076782227,SSP5-8.5,1.6624613567690325,"[0.008888889104127884, 0.006666666828095913, 0.019999999552965164, 0.0555555559694767, 0.03777777776122093, 0.024444444105029106, 0.002222222276031971, 0.028888888657093048, 0.6000000238418579, 0.10302495956420898, 0.004152377601712942, 0.002549205906689167]",45,3,9
4,0,5,0,0,5,5,2,2.0,0.0,2.5,0.0,0.0,2.5,2.5,1.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,152878.19,0.0,124707.664,0.006908296840265393,0.002873056335374713,0.0,-3.780073893722147e-05,0.002483139032847248,0.0024453382939100266,0.0024453382939100266,-2.0,0.889656625,0.5551716875,0.4448283125,"[0, 6]",[2],277585.84375,222414.15625,1.1155387163162231,0.042427659034729004,SSP5-8.5,-2.7006529303138924,"[0.017777778208255768, 0.006666666828095913, 0.019999999552965164, 0.0555555559694767, 0.03777777776122093, 0.024444444105029106, 0.008888889104127884, 0.028888888657093048, 0.6666666865348816, 0.13413888216018677, 0.00349381729029119, 0.0014724608045071363]",50,3,10
6,6,6,5,0,0,3,2,3.0,3.0,3.0,2.5,0.0,0.0,1.5,1.0,0.0,0.0,0.0,2.5,0.0,0.0,1.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,152878.19,0.0,0.0,165636.86,0.0,0.007071066414937377,0.0030366206192411482,2.0871928427368402e-05,0.00010245539306197315,0.0024453382939100266,0.0025477936869719997,0.0025269217585446313,-1.0,0.72593975,0.637030125,0.362969875,[7],"[2, 1, 0]",318515.0625,181484.9375,1.2497600317001343,0.13422131538391113,SSP5-8.5,-2.133857073173024,"[0.017777778208255768, 0.006666666828095913, 0.019999999552965164, 0.0555555559694767, 0.03777777776122093, 0.035555556416511536, 0.008888889104127884, 0.03333333507180214, 0.7333333492279053, 0.1394423395395279, 0.003454148303717375, 0.0014365281676873565]",55,3,11
4,0,4,4,0,1,5,6,2.0,0.0,2.0,2.0,0.0,0.5,2.5,3.0,2.0,0.0,2.0,0.0,0.0,0.5,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,165412.58,0.0,202588.2,0.0,0.0,22160.598,0.0,0.0,0.006464952370151877,0.0019358958816155791,0.0005070673068985343,8.035761129576713e-05,0.0025269217585446313,0.0026072793698403984,0.002100212062941864,-2.0,0.4393545,0.78032275,0.21967725,"[3, 6]",[7],390161.375,109838.625,1.4713174104690552,0.2215573787689209,SSP5-8.5,-0.305806021986164,"[0.017777778208255768, 0.006666666828095913, 0.019999999552965164, 0.06666667014360428, 0.03777777776122093, 0.035555556416511536, 0.015555555932223797, 0.03333333507180214, 0.800000011920929, 0.15622000396251678, 0.0035355333238840103, 0.0015183102805167437]",60,3,12
0,5,5,4,4,5,6,0,0.0,2.5,2.5,2.0,2.0,2.5,3.0,0.0,0.0,2.5,0.0,2.0,2.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,264792.78,0.0,116964.35,116964.35,0.0,0.0,0.0,0.006121541373431683,0.0018375845393165946,9.450633660890162e-05,-1.5924248145893216e-05,0.002100212062941864,0.002084287814795971,0.0019897814781870693,-2.0,0.005114125,0.9974429375,0.0025570625,"[2, 5]",[6],498721.46875,1278.53125,1.5994371175765991,0.12811970710754395,SSP5-8.5,-1.4529612012260258,"[0.02666666731238365, 0.006666666828095913, 0.028888888657093048, 0.06666667014360428, 0.03777777776122093, 0.03777777776122093, 0.015555555932223797, 0.03333333507180214, 0.8666666746139526, 0.1839146763086319, 0.0032324763014912605, 0.0009679479408077896]",65,3,13
5,5,5,0,3,6,5,1,2.5,2.5,2.5,0.0,1.5,3.0,2.5,0.5,2.5,0.0,0.0,0.0,0.0,3.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,216202.4,0.0,0.0,0.0,0.0,190266.81,0.0,54282.16,0.006173564586788416,0.00189669628161937,0.0,2.7783738914877176e-05,0.0019897814781870693,0.0020175652171019465,0.0020175652171019465,-2.0,0.1569945,0.92150275,0.07849725,"[1, 4]","[6, 2]",460751.375,39248.625,1.7212029695510864,0.1217658519744873,SSP5-8.5,-2.295913194574386,"[0.02666666731238365, 0.017777778208255768, 0.028888888657093048, 0.07555555552244186, 0.046666666865348816, 0.03777777776122093, 0.015555555932223797, 0.03333333507180214, 0.9333333373069763, 0.1999296396970749, 0.0030607706867158413, 0.0009187922696582973]",70,3,14
0,0,6,0,6,0,0,4,0.0,0.0,3.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,190266.81,0.0,0.0,286503.0,0.010715235956013203,0.008149765664711595,4.8805843107402325e-05,0.00024400890106335282,0.004521047347225249,0.004765056248288602,0.004716250405181199,0.0,0.09292075,0.953539625,0.046460375,[],[2],476769.8125,23230.1875,0.11697563529014587,0.11697563529014587,SSP5-8.5,-1.0689360397797525,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00516382185742259, 0.0038782728370279074]",0,4,0
4,0,0,0,6,1,0,0,2.0,0.0,0.0,0.0,3.0,0.5,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,165412.58,0.0,0.0,0.0,0.0,22160.598,0.0,0.0,0.008261799579486251,0.004408712964504957,0.0015626669046469033,1.4044635463505983e-05,0.004716250405181199,0.004730295040644705,0.003167628135997802,-1.0,1.2497073125,0.37514634375,0.62485365625,[4],[],187573.171875,312426.828125,0.14611724019050598,0.029141604900360107,SSP5-8.5,5.4934040334169865,"[0.0, 0.0, 0.0, 0.0, 0.013333333656191826, 0.0, 0.0, 0.008888889104127884, 0.06666667014360428, 0.014621954411268234, 0.005357617978006601, 0.0040748827159404755]",5,4,1
2,6,5,3,5,6,6,4,1.0,3.0,2.5,1.5,2.5,3.0,3.0,2.0,0.0,0.0,0.0,1.5,2.5,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,82818.43,152878.19,0.0,0.0,0.0,0.008335644146427512,0.004315827158279717,7.071008440107107e-06,2.3106986191123724e-06,0.003167628135997802,0.0031699388346169144,0.0031628678261768073,-2.0,1.0572135,0.47139325,0.52860675,"[0, 5]","[6, 1, 7, 2]",235696.625,264303.375,0.16619595885276794,0.020078718662261963,SSP5-8.5,-3.0334119508950264,"[0.008888889104127884, 0.0, 0.0, 0.0, 0.013333333656191826, 0.002222222276031971, 0.0, 0.008888889104127884, 0.13333334028720856, 0.018264655023813248, 0.004130899906158447, 0.0022043564822524786]",10,4,2
6,5,3,6,0,0,5,3,3.0,2.5,1.5,3.0,0.0,0.0,2.5,1.5,0.0,0.0,1.5,0.0,0.0,0.0,0.0,1.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,143445.73,0.0,0.0,0.0,0.0,202862.9,0.008656561374664307,0.004657092853449285,7.044986705295742e-05,0.00023599559790454805,0.0031628678261768073,0.0033988634240813553,0.003328413557028398,-1.0,0.6147655,0.69261725,0.30738275,[3],"[6, 0, 1]",346308.625,153691.375,0.30167901515960693,0.135483056306839,SSP5-8.5,-2.442494154257953,"[0.008888889104127884, 0.0, 0.0, 0.006666666828095913, 0.024444444105029106, 0.002222222276031971, 0.0, 0.008888889104127884, 0.20000000298023224, 0.020774494856595993, 0.004167822189629078, 0.0021579135209321976]",15,4,3
2,0,6,4,0,6,6,0,1.0,0.0,3.0,2.0,0.0,3.0,3.0,0.0,1.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,72000.0,0.0,0.0,116964.35,0.0,190266.81,0.0,0.0,0.007562360959127545,0.0035003864904865623,0.0005890617030672729,2.6335008442401886e-05,0.003328413557028398,0.0033547485654708,0.002765686862403527,-1.0,0.483075375,0.7584623125,0.2415376875,[2],[6],379231.15625,120768.84375,0.5003771781921387,0.19869816303253174,SSP5-8.5,1.3305580981243552,"[0.008888889104127884, 0.0, 0.006666666828095913, 0.006666666828095913, 0.024444444105029106, 0.002222222276031971, 0.0, 0.015555555932223797, 0.2666666805744171, 0.03770987689495087, 0.004328280687332153, 0.0023285464849323034]",20,4,4
4,5,6,5,4,0,5,3,2.0,2.5,3.0,2.5,2.0,0.0,2.5,1.5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,116964.35,0.0,0.0,202862.9,0.00788919790647924,0.0036186662036925554,4.1084131225943565e-06,0.00011538757826201618,0.002765686862403527,0.002881074440665543,0.0028769660275429487,-2.0,0.720691,0.6396545,0.3603455,"[0, 3]","[2, 6, 1]",319827.25,180172.75,0.5385273694992065,0.03815019130706787,SSP5-8.5,-3.277086825697109,"[0.013333333656191826, 0.0, 0.006666666828095913, 0.015555555932223797, 0.024444444105029106, 0.015555555932223797, 0.0, 0.015555555932223797, 0.3333333432674408, 0.06254714727401733, 0.003781180363148451, 0.001750193303450942]",25,4,5
